House,Name,Image,ImageUrl,Key,City,State,Country,Left?,Latitude,Longitude,City.1,State.1,County,Zip,Country.1,Source,Mansion,Location
Shluv House,Elyssa Joy,https://www.famousbirthdays.com/faces/joy-elyssa-image.jpg,Elyssa_Joy.png,62,Los Angeles,CA,USA,,33.00997127,-117.2844253,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Shluv House,"Los Angeles, CA"
Shluv House,Matthew Gonzalez,https://www.famousbirthdays.com/faces/gonzalez-matthew-image.jpg,Matthew_Gonzalez.png,58,Los Angeles,CA,USA,,34.0374277,-118.4924759,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Shluv House,"Los Angeles, CA"
Shluv House,Jon Klaasen,https://www.famousbirthdays.com/faces/klaasen-jon-image.jpg,Jon_Klaasen.png,61,Greenwood,IN,USA,,39.62181,-86.17531899999999,Greenwood,IN,Johnson County,46142.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Shluv House,"Los Angeles, CA"
Shluv House,Spencer X,https://www.famousbirthdays.com/faces/spencer-x-image.jpg,Spencer_X.png,54,Manhattan,NY,USA,,40.7590403,-74.0392709,New York,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Shluv House,"Los Angeles, CA"
Shluv House,Michael Uy,https://www.famousbirthdays.com/faces/uy-michael-image.jpg,Michael_Uy.png,59,Milwaukee,WI,USA,,43.011264,-87.958409,Milwaukee,WI,Milwaukee County,53201.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Shluv House,"Los Angeles, CA"
Team RAR House,Stove Kitchen,https://www.famousbirthdays.com/faces/stove-s-kitchen-image.jpg,Stove_Kitchen.png,66,Los Angeles,CA,USA,,33.45940252,-117.7338565,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Team RAR House,"Holmby Hills, CA"
Team RAR House,Lizzy Capri,https://www.famousbirthdays.com/faces/sharer-lizzy-image.jpg,Lizzy_Capri.png,64,Los Angeles,CA,USA,,33.76296923,-118.0374232,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Team RAR House,"Holmby Hills, CA"
Team RAR House,Carter Sharer,https://www.famousbirthdays.com/faces/sharer-carter-image.jpg,Carter_Sharer.png,63,Los Angeles,CA,USA,,34.21598222,-118.4904362,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Team RAR House,"Holmby Hills, CA"
Team RAR House,Ryan Prunty,https://www.famousbirthdays.com/faces/prunty-ryan-image.jpg,Ryan_Prunty.png,65,Los Angeles,CA,USA,,34.5727427,-118.8471967,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Team RAR House,"Holmby Hills, CA"
The Clubhouse BH,Pedro Pertile,https://1.bp.blogspot.com/-xmntdfjEGpo/Xt8ka1oSX8I/AAAAAAAAI2Y/ckWnaJc7tSAa4cGh-xjCI3BzM1yDJss5ACLcBGAsYHQ/s1600/74601592_2403672573230738_995078071480480501_n.jpg,Pedro_Pertile.png,73,Sorocaba,SÃ£o Paulo,Brazil,,-23.6821604,-46.8754916,Brazil,IN,Clay County,47834.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Mariana Morais,https://www.famousbirthdays.com/headshots/mariana-morais-4.jpg,Mariana_Morais.png,72,Sorocaba,SÃ£o Paulo,Brazil,,-23.4772332,-47.53674,Brazil,IN,Clay County,47834.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Leslie Golden,https://www.famousbirthdays.com/headshots/leslie-belle-7.jpg,Leslie_Golden.png,80,Los Angeles,CA,USA,,33.18408729,-117.4585413,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Kinsey Wolanski,https://www.famousbirthdays.com/faces/wolanski-kinsey-image.jpg,Kinsey_Wolanski.png,79,Los Angeles,CA,USA,,33.27873839,-117.5531924,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Sebastian Topete,https://www.famousbirthdays.com/headshots/sebastian-topete-3.jpg,Sebastian_Topete.png,69,Los Angeles,CA,USA,left,33.42622254,-117.7006765,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Abby Rao,https://www.famousbirthdays.com/headshots/abby-rao-1.jpg,Abby_Rao.png,68,Los Angeles,CA,USA,,33.79911177,-118.0735658,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Isaak Presley,https://www.famousbirthdays.com/faces/presley-isaak-image.jpg,Isaak_Presley.png,70,Los Angeles,CA,USA,left,33.91601542,-118.1904694,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Christopher Romero,https://www.famousbirthdays.com/headshots/christopher-romero-3.jpg,Christopher_Romero.png,71,Los Angeles,CA,USA,left,34.0207305,-118.691923,Los Angeles,CA,,,US,US Census Bureau,,
The Clubhouse BH,Daisy Keech,https://www.famousbirthdays.com/headshots/daisy-keech-2.jpg,Daisy_Keech.png,67,Los Angeles,CA,USA,left,34.15312898,-118.427583,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Teala Dunn,https://www.famousbirthdays.com/headshots/teala-dunn-9.jpg,Teala_Dunn.png,75,Los Angeles,CA,USA,,34.79932079,-119.0737748,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Charly Jordan,https://www.famousbirthdays.com/faces/jordan-charly-image.jpg,Charly_Jordan.png,74,Los Angeles,CA,USA,,34.87150401,-119.145958,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Clubhouse BH,Chase Keith,https://www.famousbirthdays.com/headshots/chase-keith-2.jpg,Chase_Keith.png,76,Toledo,OH,USA,,41.72068400000001,-83.56935899999998,Toledo,OH,Lucas County,43601.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,,
The Factory,Devin Caherly,https://www.famousbirthdays.com/headshots/devin-caherly-2.jpg,Devin_Caherly.png,152,Tucson,AZ,,,32.1561827,-111.1639963,,,,,,,The Factory,"Los Angeles, CA"
The Factory,Duke Depp (a.k.a. Willy Wonka),https://www.famousbirthdays.com/faces/willywonkatiktok-image.jpg,Duke_Depp_(a.k.a._Willy_Wonka).png,150,Salt Lake City,UT,,,40.7767892,-112.2006723,,,,,,,The Factory,"Los Angeles, CA"
The Factory,Tati Mitchell,https://www.famousbirthdays.com/headshots/tatayanna-mitch-2.jpg,Tati_Mitchell.png,151,Detroit,MI,,,42.3528774,-83.37939140000002,,,,,,,The Factory,"Los Angeles, CA"
The Girls in the Valley,Tanisha Coetzee,https://www.famousbirthdays.com/faces/coetzee-tanisha-image.jpg,Tanisha_Coetzee.png,84,,South Africa,South Africa,,-34.2953021,18.2255341,South,KY,Grayson County,42754.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Akruti Viras,https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tiktok-obj/1a9f10e4f031e6c8a0551a2fd6aa8699.jpeg?x-expires=1601334000&x-signature=ku42A5tO5fXSkN0bjmR9M8f7zLA%3D,Akruti_Viras.png,89,,India,India,,20.7489416,73.6992303,India,TN,Henry County,38242.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Ellery Sprayberry,https://www.famousbirthdays.com/headshots/ellery-sprayberry-4.jpg,Ellery_Sprayberry.png,87,Los Angeles,CA,USA,,33.4903283,-117.76478229999998,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Mikeila Jones,https://www.famousbirthdays.com/faces/mikeila-j-image.jpg,Mikeila_Jones.png,85,Chino Hills,CA,USA,,33.9938,-117.75888,Chino Hills,CA,San Bernardino County,91709.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Tianna Singer,https://pbs.twimg.com/profile_images/1098955928106262528/iKpYX-GA.jpg,Tianna_Singer.png,86,Calabasas,CA,USA,,34.12331,-118.671028,Calabasas,CA,Los Angeles County,91302.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Bria Alana,https://www.famousbirthdays.com/faces/bria-alana-image.jpg,Bria_Alana.png,81,Los Angeles,CA,USA,,34.55588848,-118.8303425,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Nupur Sharma,https://www.famousbirthdays.com/faces/sharma-nupur-image.jpg,Nupur_Sharma.png,82,Charlotte,NC,USA,,35.26002000000001,-80.804151,Charlotte,NC,Mecklenburg County,28201.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Ayzha Nyree,https://www.famousbirthdays.com/headshots/ayzha-nyree-3.jpg,Ayzha_Nyree.png,88,Union Springs,NY,USA,,42.8450097,-76.710903,Union Springs,NY,Cayuga County,13160.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Girls in the Valley,Zoey Aune,https://www.famousbirthdays.com/faces/aune-zoey-image.jpg,Zoey_Aune.png,83,Winona,MN,USA,,44.029975,-91.700889,Winona,MN,Winona County,55987.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Girls in the Valley,"San Fernando Valley, CA"
The Glam House,La Demi,https://www.famousbirthdays.com/faces/demi-la-image.jpg,La_Demi.png,91,Los Angeles,CA,USA,,33.78099722,-118.0554512,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Glam House,"Beverly Hills, CA"
The Glam House,Cole Carrigan,https://www.famousbirthdays.com/headshots/cole-carrigan-5.jpg,Cole_Carrigan.png,90,Los Angeles,CA,USA,,34.36891354,-118.6433675,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Glam House,"Beverly Hills, CA"
The Honey House,JT Barnett,https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/211c98399f70ddbecdbde999d26683be~c5_1080x1080.jpeg,JT_Barnett.png,99,Los Angeles,CA,USA,,33.20602349,-117.4804775,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Sami Clarke,https://yt3.ggpht.com/a/AATXAJwt8OOdkuRAvSAqIKINM_wbicp5oezWYZJYDzvemg=s900-c-k-c0x00ffffff-no-rj,Sami_Clarke.png,92,Los Angeles,CA,USA,,33.36693123,-117.6413852,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Nick Pags,https://d1fdloi71mui9q.cloudfront.net/1l8Pwt4SoW77y7plJI67_0adaede715ae812ed98173c525a01c443,Nick_Pags.png,93,Los Angeles,CA,USA,,34.46776327,-118.7422173,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Beatriz Boas,avatar.png,avatar.png,94,Los Angeles,CA,USA,,34.87039638,-119.1448504,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Dina Khoury,https://pbs.twimg.com/profile_images/577311102012301312/gkFPnd-l.jpeg,Dina_Khoury.png,98,New York City,NY,USA,,40.7670655,-74.59782340000002,New York,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Erin Falter,https://i.pinimg.com/280x280_RS/9d/40/6a/9d406a12b5c241eb4a2767f9c1bf47b8.jpg,Erin_Falter.png,95,New York City,NY,USA,,40.859401,-73.9537707,New York,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Nick Dio,https://heightzone.com/wp-content/uploads/2020/09/0f2f4013fb027e6173a7df9084eac3.jpg,Nick_Dio.png,96,New York City,NY,USA,,40.8932445,-74.4152224,New York,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The Honey House,Evan Betts,https://assets-global.website-files.com/5c9930b0a8187e2955d84a94/5da74406a1b0aa20e27351fa__Image_.png,Evan_Betts.png,97,New York City,NY,USA,,40.90680070000001,-74.37091240000002,New York,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Honey House,"Hollywood Hills, CA"
The House Nobody Asked For,Summer Ahrens,screenshot,Summer_Ahrens.png,108,,FL,USA,,28.45743,-82.409148,,FL,,,US,US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Dawn Morante,https://www.famousbirthdays.com/headshots/dawn-morante-5.jpg,Dawn_Morante.png,101,Los Angeles,CA,USA,,33.00340151,-117.2778555,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Billy,https://p16-va-default.akamaized.net/img/musically-maliva-obj/1659613392802822~c5_720x720.jpeg,Billy.png,106,Los Angeles,CA,USA,,33.03362799,-117.308082,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Anthony Potero,https://www.famousbirthdays.com/faces/potero-anthony-image.jpg,Anthony_Potero.png,104,Woolwich Township,NJ,USA,,39.74112,-75.39014499999998,,,,,,,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Caroline Ricke,https://www.famousbirthdays.com/faces/ricke-caroline-image.jpg,Caroline_Ricke.png,102,Columbus,OH,USA,,40.100924,-83.013402,Columbus,OH,Franklin County,43085.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Tyler Funke,https://www.famousbirthdays.com/faces/funke-tyler-image.jpg,Tyler_Funke.png,105,University Park,PA,USA,,40.799672,-77.862339,University Park,PA,Centre County,16802.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Marco Borghi,https://www.famousbirthdays.com/headshots/marco-borghi-7.jpg,Marco_Borghi.png,103,New York City,NY,USA,,41.5313884,-78.9810305,,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Will Mahony,https://www.famousbirthdays.com/headshots/wahony-3.jpg,Will_Mahony.png,100,Medford,OR,USA,,42.265974,-122.900832,Medford,OR,Jackson County,97501.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The House Nobody Asked For,Tobias Phillips,https://www.famousbirthdays.com/headshots/tobias-phillips-2.jpg,Tobias_Phillips.png,107,Plymouth,NH,USA,,43.710919,-71.694017,Plymouth,NH,Grafton County,3264.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The House Nobody Asked For,"Las Vegas, NV"
The Kids Next Door House,Cameron Buchanan,https://www.famousbirthdays.com/headshots/cambb-1.jpg,Cameron_Buchanan.png,111,Dallas,TX,USA,,32.781178999999995,-96.790329,Dallas,TX,Dallas County,75201.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
The Kids Next Door House,Jack Corcoran,https://www.famousbirthdays.com/headshots/jack-riyn-5.jpg,Jack_Corcoran.png,113,Scottsdale,AZ,USA,,33.534451000000004,-111.887354,Scottsdale,AZ,Maricopa County,85250.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
The Kids Next Door House,Hailey Orona (a.k.a. Ona),https://www.famousbirthdays.com/faces/hailey-orona-image.jpg,Hailey_Orona_(a.k.a._Ona).png,114,Upland,CA,USA,,34.141146,-117.655583,Upland,CA,San Bernardino County,91784.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
The Kids Next Door House,Brandon Westenberg,https://www.famousbirthdays.com/headshots/brandon-westenberg-5.jpg,Brandon_Westenberg.png,115,Victorville,CA,USA,,34.480247,-117.408186,Victorville,CA,San Bernardino County,92392.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
The Kids Next Door House,Stephanie Margarucci,https://www.famousbirthdays.com/faces/margarucci-stephanie-image.jpg,Stephanie_Margarucci.png,110,Las Vegas,NV,USA,,36.1246738,-115.455187,Las Vegas,NV,Clark County,89101.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
The Kids Next Door House,Marcus Olin,https://www.famousbirthdays.com/headshots/marcus-olin-3.jpg,Marcus_Olin.png,109,Portland,OR,USA,,45.507856,-122.690794,Portland,OR,Multnomah County,97201.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
The Kids Next Door House,Jesse Underhill,https://www.famousbirthdays.com/headshots/jesse-underhill-2.jpg,Jesse_Underhill.png,112,Hood River,OR,USA,,45.7054,-121.52146,Hood River,OR,Hood River County,97031.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,The Kids Next Door House,"Los Angeles, CA"
V@ult House,Mariano Castano,https://www.famousbirthdays.com/headshots/mariano-castano-8.jpg,Mariano_Castano.png,122,,Mexico,Mexico,,22.4823822,-120.9349442,Mexico,MO,Audrain County,65265.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,itspeytonbabyy,https://www.famousbirthdays.com/headshots/itspeytonbabyy-1.jpg,itspeytonbabyy.png,121,,FL,USA,,27.3031069,-92.8235411,,FL,,,US,US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Devyn Winkler,https://www.famousbirthdays.com/headshots/devyn-winkler-2.jpg,Devyn_Winkler.png,126,San Antonio,TX,USA,left,29.468413,-98.528889,San Antonio,TX,Bexar County,78201.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Keith Pichardo,https://www.famousbirthdays.com/headshots/keith-pichardo-9.jpg,Keith_Pichardo.png,123,Gilbert,AZ,USA,,33.335401,-111.815281,Gilbert,AZ,Maricopa County,85233.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Kaylee Pereira,https://www.famousbirthdays.com/faces/pereira-kaylee-image.jpg,Kaylee_Pereira.png,119,Fountain Valley,CA,USA,,33.710582,-117.951129,Fountain Valley,CA,Orange County,92708.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Bryce Xavier,https://www.famousbirthdays.com/headshots/bryce-xavier-3.jpg,Bryce_Xavier.png,125,Lakewood,CA,USA,,33.8446732,-118.18309109999998,Lakewood,CA,Los Angeles County,90711.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Cayman Rhodes,https://www.famousbirthdays.com/faces/rhodes-cayman-image.jpg,Cayman_Rhodes.png,118,Los Angeles,CA,USA,,34.04836808,-118.3228221,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Kiera Vanias,screenshot,Kiera_Vanias.png,124,Calabasas,CA,USA,,34.1361941,-118.7327341,Calabasas,CA,Los Angeles County,91302.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Addy Tharp,https://www.famousbirthdays.com/headshots/addison-tharp-3.jpg,Addy_Tharp.png,116,Los Angeles,CA,USA,,34.23845385,-118.5129078,Los Angeles,CA,Los Angeles County,90001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Jackson Krecioch,https://www.famousbirthdays.com/headshots/jackson-krecioch-2.jpg,Jackson_Krecioch.png,117,New York City,NY,USA,,41.5798453,-77.43616180000002,,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
V@ult House,Rave Vanias,https://www.famousbirthdays.com/headshots/ravevanias-1.jpg,Rave_Vanias.png,120,New York City,NY,USA,,42.20691,-74.9832381,,NY,New York County,10001.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,V@ult House,"West Hollywood, CA"
Wave House,Spencer Elmer,https://www.famousbirthdays.com/faces/elmer-spencer-image.jpg,Spencer_Elmer.png,144,Devon,England,England,,50.72051629999999,-4.9046934,,,,,,,Wave House,"British Countryside, UK"
Wave House,Carmie Sellito,https://www.famousbirthdays.com/faces/sellitto-carmie-image.jpg,Carmie_Sellito.png,145,Hampshire,England,England,,51.0411944,-2.4643514,,,,,,,Wave House,"British Countryside, UK"
Wave House,Kate Elisabeth,https://www.famousbirthdays.com/faces/elisabeth-kate-image.jpg,Kate_Elisabeth.png,142,Surrey,England,England,,51.2716099,-0.6755375,,,,,,,Wave House,"British Countryside, UK"
Wave House,Eloise Fouladgar,https://www.famousbirthdays.com/faces/fouladgar-eloise-image.jpg,Eloise_Fouladgar.png,140,London,England,,,51.5285578,-0.2420245,London,CA,Tulare County,93618.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Wave House,"British Countryside, UK"
Wave House,James 'Jimbo' Hall,https://p16-va.tiktokcdn.com/img/musically-maliva-obj/1628807318958086~c5_720x720.jpeg,James_'Jimbo'_Hall.png,141,London,England,,,51.5285578,-0.2420245,London,CA,Tulare County,93618.0,US,TIGER/LineÅ’Â¬ dataset from the US Census Bureau,Wave House,"British Countryside, UK"
Wave House,Bobby Moore,https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/1665321934577670~c5_720x720.jpeg,Bobby_Moore.png,139,Southend,England,England,,51.54071370000001,0.6658961999999999,,,,,,,Wave House,"British Countryside, UK"
Wave House,Millie T,https://www.famousbirthdays.com/faces/millie-t-image.jpg,Millie_T.png,143,Manchester,England,,,53.4723679,-2.3635458,,,,,,,Wave House,"British Countryside, UK"
